epoch	NLL	sdz	sample_time	KLD_NF	KLD_R
350	10150.093086804147	1.303993103308079	56.533944606781006	0.057898362117697916	0.0
360	10163.92679586039	1.3070277434922917	57.032397985458374	0.0583963678672241	0.0
370	10164.982078915551	1.3033092362540108	64.5594048500061	0.05875371243078229	0.0
380	10168.275690780574	1.296866703730125	167.81254291534424	0.06098095670240909	0.0
390	10169.618621165619	1.2902651839442068	159.1287326812744	0.06245873405515138	0.0
400	10167.244832885213	1.28642722822371	164.7996997833252	0.06330982637745587	0.0
410	10172.286051432291	1.2814435804045046	162.49452710151672	0.06457380966196749	0.0
420	10140.52738179789	1.2774432338935473	169.83498549461365	0.06421917183313353	0.0
430	10146.054754083807	1.2777129082710712	163.25640201568604	0.06498352862551547	0.0
440	10152.372429125237	1.2763959774465272	167.18721055984497	0.06508260535277365	0.0
450	10148.776982295049	1.2778287524784797	57.481123208999634	0.06602507649579153	0.0
460	10168.929136334044	1.2794945904444823	55.99833059310913	0.06584276460773818	0.0
470	10144.043240369656	1.2751191380994145	57.44834351539612	0.06573851090761064	0.0
480	10125.49667080966	1.2762373403295295	57.606064796447754	0.0651718022302703	0.0
490	10128.877239541058	1.2743283582456184	56.970383644104004	0.06563813872166861	0.0
500	10129.10284767316	1.277972203312498	143.33292150497437	0.06511147989206523	0.0
510	10143.5798022778	1.2786423044029251	165.51040053367615	0.06619840055883389	0.0
520	10138.92109448982	1.280134876827141	165.614253282547	0.06627108608151094	0.0
530	10129.7583641944	1.2807529028101916	163.6921830177307	0.06658424863095087	0.0
540	10120.255158131256	1.280563865776186	167.5540328025818	0.06573869897864092	0.0
550	10128.303991540686	1.2820498842697639	164.0939643383026	0.06541920439919971	0.0
560	10128.377818186045	1.2843723568049343	161.66047143936157	0.06442569065454848	0.0
570	10138.398151083942	1.285402384026226	56.561336517333984	0.06506821254153781	0.0
580	10148.199638862114	1.286126716699435	56.5180881023407	0.06510048488928137	0.0
590	10150.440261642654	1.2879553979093379	56.417503118515015	0.0649802512857821	0.0
600	10128.59784490412	1.287828013107374	56.11674380302429	0.06494093971004875	0.0
610	10172.250506248309	1.2936127290323183	61.03875923156738	0.06545617748665053	0.0
620	10158.930683614888	1.294855395436803	165.02433109283447	0.06483692478891241	0.0
630	10150.410700017756	1.2930772522569218	164.70653367042542	0.06551873743108201	0.0
640	10178.703644987825	1.2988137681504865	165.6885175704956	0.0656277965118317	0.0
650	10196.83045754701	1.3027764521377942	164.92607593536377	0.06562017349709776	0.0
660	10213.723262374018	1.3053645179385232	164.90395641326904	0.06607797628678427	0.0
670	10223.63321358817	1.3063850596353606	165.49051117897034	0.0661428941055241	0.0
680	10201.695757977373	1.3058675181814086	56.3514928817749	0.0661558810060468	0.0
690	10239.157065915855	1.3084924402949099	57.31332230567932	0.06632688492158662	0.0
700	10254.248610723585	1.3137243330736696	56.25156927108765	0.06574708906552981	0.0
710	10277.4398705949	1.3179211639738702	56.66334080696106	0.06655774387230766	0.0
720	10276.731678355824	1.317745462898568	126.72954297065735	0.06611794788749172	0.0
730	10297.803189364347	1.322651329881701	160.6695203781128	0.06714311729666185	0.0
740	10301.957960781081	1.3224961201607923	163.82085394859314	0.06627336000060932	0.0
750	10314.491482028714	1.325075422014509	163.6456823348999	0.06649321859201622	0.0
760	10291.904654102407	1.3222131863300934	162.71269941329956	0.06693458171969245	0.0
770	10303.66769448813	1.3226796356372503	164.7954556941986	0.06690767545460825	0.0
780	10285.820948216822	1.323185768607375	165.3375313282013	0.06686773786168364	0.0
790	10301.37535564208	1.3242344258925616	79.0903069972992	0.06737050856534187	0.0
800	10324.03354978355	1.3287876374793774	56.16687226295471	0.06736697109124622	0.0
810	10332.268131933171	1.3322913538325916	55.52493906021118	0.06761826681979177	0.0
820	10346.502128568047	1.3336624596026037	57.435227394104004	0.06804829962928186	0.0
830	10327.094253606094	1.3316745972220516	56.587719440460205	0.06728384130044324	0.0
840	10372.997128969662	1.3381743954889702	68.29974222183228	0.06742118713985118	0.0
850	10381.752685546875	1.340628427215469	164.04567313194275	0.06784880502444386	0.0
860	10415.326079925933	1.3475788376290045	165.44863057136536	0.06844523289454069	0.0
870	10434.7272632153	1.3518591163220344	163.97864603996277	0.06781956476825032	0.0
880	10407.862773416362	1.3477650495060594	163.3248336315155	0.06815277543834601	0.0
890	10415.770141601562	1.3512901230291887	169.01692247390747	0.06832131488893199	0.0
900	10442.731912456033	1.3556673819626563	163.37914729118347	0.06855697321083139	0.0
910	10451.809237393465	1.3566818824320128	163.53850197792053	0.0689831614789951	0.0
920	10428.243598442574	1.3526939414280317	55.891419887542725	0.06904126205461632	0.0
930	10478.749107988366	1.3628972757172275	55.6777286529541	0.06893326370121058	0.0
940	10438.005674419981	1.359414601480806	55.68575668334961	0.06858347697265994	0.0
950	10442.679911559795	1.358765439166651	57.283711194992065	0.0693039733931056	0.0
